Cancer_Type_Code	Sample	Aberrant_Cell_Fraction(Purity)	Ploidy
LGG	TCGA.HT.7873.01B.11D.2391.01	0.68	1.98345603036911
LGG	TCGA.HT.7874.01A.11D.2391.01	0.4	1.95067240418997
LGG	TCGA.HT.7875.01A.11D.2391.01	0.68	3.80268628486481
LGG	TCGA.HT.7877.01A.11D.2391.01	0.5	1.94847002155181
LGG	TCGA.HT.7879.01A.11D.2391.01	0.57	1.91892444206029
LGG	TCGA.HT.7880.01A.11D.2391.01	0.39	1.95257436095641
LGG	TCGA.HT.7881.01A.11D.2391.01	0.44	1.90429797803948
LGG	TCGA.HT.7882.01A.11D.2391.01	0.4	1.94658583489238
LGG	TCGA.HT.7884.01B.11D.2391.01	0.41	1.97259571840378
LGG	TCGA.HT.7902.01A.12D.2391.01	0.37	1.83702424009192
LGG	TCGA.HT.8010.01A.11D.2391.01	0.39	3.90003426298759
LGG	TCGA.HT.8011.01A.11D.2391.01	0.77	2.06342317788377
LGG	TCGA.HT.8012.01A.11D.2391.01	0.79	1.92108517601013
LGG	TCGA.HT.8013.01A.11D.2391.01	0.44	2.18649560717401
LGG	TCGA.HT.8015.01B.11D.A288.01	0.26	1.95460015315611
LGG	TCGA.HT.8018.01A.11D.2391.01	0.42	1.97257572703339
LGG	TCGA.HT.8019.01A.21D.2391.01	0.32	2.00199524982827
LGG	TCGA.HT.8104.01A.11D.2391.01	0.68	2.00105565541986
LGG	TCGA.HT.8105.01A.11D.2391.01	0.75	1.90344723416614
LGG	TCGA.HT.8106.01A.11D.2391.01	0.41	1.8891256385438
LGG	TCGA.HT.8107.01A.13D.2391.01	0.3	1.95504107393642
LGG	TCGA.HT.8108.01A.11D.2391.01	0.57	2.02376252028985
LGG	TCGA.HT.8109.01A.11D.2391.01	0.63	1.89774025323513
LGG	TCGA.HT.8110.01A.11D.2391.01	0.37	3.84458597594261
LGG	TCGA.HT.8111.01A.11D.2391.01	0.51	1.97155283524834
LGG	TCGA.HT.8113.01A.11D.2391.01	0.32	1.95530540427826
LGG	TCGA.HT.8114.01A.11D.2391.01	0.57	2.00716024249532
LGG	TCGA.HT.8558.01A.21D.2391.01	0.42	2.00087628840217
LGG	TCGA.HT.8563.01A.11D.2391.01	0.46	1.94057842808965
LGG	TCGA.HT.8564.01A.11D.2391.01	0.59	3.3255022692982
LGG	TCGA.HT.A4DS.01A.11D.A26L.01	0.68	2.11091545482866
LGG	TCGA.HT.A4DV.01A.11D.A26L.01	0.28	1.90881713837971
LGG	TCGA.HT.A5R5.01A.11D.A288.01	0.89	2.04294812739168
LGG	TCGA.HT.A5R7.01A.11D.A288.01	0.47	2.00803542026581
LGG	TCGA.HT.A5R9.01A.11D.A288.01	0.72	1.89297508797591
LGG	TCGA.HT.A5RA.01A.11D.A288.01	0.79	1.97082315022904
LGG	TCGA.HT.A5RB.01A.11D.A288.01	0.7	1.97102639582802
LGG	TCGA.HT.A5RC.01A.11D.A288.01	0.65	2.03353385788468
LGG	TCGA.HT.A614.01A.11D.A323.01	0.75	1.94249093585713
LGG	TCGA.HT.A615.01A.11D.A323.01	0.67	1.94867993094092
LGG	TCGA.HT.A616.01A.11D.A323.01	0.44	4.32960383212358
LGG	TCGA.HT.A617.01A.11D.A323.01	0.46	1.7952222846027
LGG	TCGA.HT.A618.01A.11D.A323.01	0.54	3.65887614068816
LGG	TCGA.HT.A619.01A.11D.A323.01	0.7	3.70387560480837
LGG	TCGA.HT.A61B.01A.11D.A323.01	0.7	3.71233139916825
LGG	TCGA.HT.A61C.01A.11D.A323.01	0.76	1.92701539391052
LGG	TCGA.HT.A74H.01A.11D.A32A.01	0.26	3.95824246977832
LGG	TCGA.HT.A74J.01A.12D.A32A.01	1	2.06633636480253
LGG	TCGA.HT.A74K.01A.11D.A32A.01	0.69	1.87471852428146
LGG	TCGA.HT.A74L.01A.11D.A32A.01	0.61	3.9113188362579
LGG	TCGA.HT.A74O.01A.11D.A32A.01	0.74	1.98632146012527
LGG	TCGA.HW.7486.01A.11D.2023.01	0.55	1.90348666159108
LGG	TCGA.HW.7487.01A.11D.2023.01	0.59	1.83909778945422
LGG	TCGA.HW.7489.01A.11D.2023.01	0.51	3.80181055177848
LGG	TCGA.HW.7490.01A.11D.2023.01	0.86	1.96802657963757
LGG	TCGA.HW.7491.01A.11D.2023.01	0.84	1.77648426207132
LGG	TCGA.HW.7493.01A.11D.2023.01	0.79	2.01021836684942
LGG	TCGA.HW.7495.01A.11D.2023.01	0.66	1.97647348894394
LGG	TCGA.HW.8319.01A.11D.2391.01	0.72	2.03028026235342
LGG	TCGA.HW.8320.01A.11D.2391.01	0.57	1.9171274399884
LGG	TCGA.HW.8321.01A.11D.2391.01	0.59	1.94405803716951
LGG	TCGA.HW.8322.01A.11D.2391.01	0.61	3.80066049266511
LGG	TCGA.HW.A5KJ.01A.12D.A27J.01	0.76	1.91635555096495
LGG	TCGA.HW.A5KK.01A.11D.A27J.01	0.31	1.85085604713965
LGG	TCGA.HW.A5KL.01A.11D.A27J.01	0.76	2.00181199559968
LGG	TCGA.HW.A5KM.01A.11D.A27J.01	0.7	1.97144788055378
LGG	TCGA.IK.7675.01A.11D.2085.01	0.85	1.8526902553731
LGG	TCGA.IK.8125.01A.11D.2252.01	0.56	3.72324391082294
LGG	TCGA.KT.A74X.01A.11D.A32A.01	0.73	1.83806434666813
LGG	TCGA.P5.A5ET.01A.11D.A27J.01	0.77	1.90363881813239
LGG	TCGA.P5.A5EU.01A.11D.A27J.01	0.8	1.75626188028834
LGG	TCGA.P5.A5EV.01A.11D.A27J.01	0.64	1.8899469506774
LGG	TCGA.P5.A5EW.01A.11D.A27J.01	0.79	1.98818010225586
LGG	TCGA.P5.A5EX.01A.12D.A288.01	0.49	3.82151537919465
LGG	TCGA.P5.A5EY.01A.11D.A27J.01	0.33	1.95450352819922
LGG	TCGA.P5.A5EZ.01A.11D.A27J.01	0.6	1.92049098805682
LGG	TCGA.P5.A5F0.01A.11D.A288.01	0.69	2.06176944729969
LGG	TCGA.P5.A5F1.01A.11D.A288.01	0.4	2.15255970061812
LGG	TCGA.P5.A5F2.01A.11D.A288.01	0.53	3.83449422110567
LGG	TCGA.P5.A5F4.01A.11D.A288.01	0.5	1.80348316310126
LGG	TCGA.P5.A5F6.01A.11D.A288.01	0.64	2.98837557343302
LGG	TCGA.P5.A72U.01A.31D.A32A.01	0.3	3.99230665429423
LGG	TCGA.P5.A72W.01A.11D.A32A.01	0.65	3.72458555390256
LGG	TCGA.P5.A72X.01A.11D.A32A.01	0.54	1.95003934412756
LGG	TCGA.P5.A72Z.01A.11D.A32A.01	0.79	1.87777387205634
LGG	TCGA.P5.A730.01A.11D.A32A.01	0.77	1.90418025108051
LGG	TCGA.P5.A731.01A.11D.A32A.01	0.77	2.03208392821543
LGG	TCGA.P5.A733.01A.11D.A32A.01	0.5	3.8190908702188
LGG	TCGA.P5.A735.01A.11D.A32A.01	0.66	3.9476836943164
LGG	TCGA.P5.A736.01A.11D.A32A.01	0.7	2.02474542933412
LGG	TCGA.P5.A737.01A.11D.A32A.01	0.75	1.86884494859719
LGG	TCGA.P5.A77W.01A.11D.A32A.01	0.61	3.69328128913241
LGG	TCGA.P5.A77X.01A.11D.A32A.01	0.75	1.93144514839983
LGG	TCGA.P5.A780.01A.12D.A32A.01	0.54	3.76976438504046
LGG	TCGA.P5.A781.01A.11D.A32A.01	0.69	1.93743756167477
LGG	TCGA.QH.A65R.01A.21D.A31K.01	0.78	1.9215255414746
LGG	TCGA.QH.A65S.01A.11D.A323.01	0.66	2.01305158828661
LGG	TCGA.QH.A65V.01A.11D.A323.01	0.63	1.94916860888383
LGG	TCGA.QH.A65X.01A.11D.A32A.01	0.73	1.99738113047868
LGG	TCGA.QH.A65Z.01A.11D.A323.01	0.82	1.86818689932179
LGG	TCGA.QH.A6CS.01A.11D.A31K.01	0.35	1.85406410677169
LGG	TCGA.QH.A6CU.01A.11D.A31K.01	0.7	1.9735780721322
LGG	TCGA.QH.A6CV.01A.11D.A31K.01	0.55	4.36982535872015
LGG	TCGA.QH.A6CW.01A.11D.A32A.01	0.79	2.01263732266683
LGG	TCGA.QH.A6CX.01A.11D.A32A.01	0.24	3.78602403295911
LGG	TCGA.QH.A6CY.01A.11D.A32A.01	0.47	3.73636158169501
LGG	TCGA.QH.A6CZ.01A.11D.A32A.01	0.79	1.88611471603647
LGG	TCGA.QH.A6X3.01A.21D.A32A.01	0.81	1.95889441057943
LGG	TCGA.QH.A6X4.01A.51D.A32A.01	0.72	1.83991021653431
LGG	TCGA.QH.A6X5.01A.12D.A32A.01	0.5	3.89926237396413
LGG	TCGA.QH.A6X8.01A.12D.A32A.01	0.69	1.88541279680938
LGG	TCGA.QH.A6X9.01A.12D.A32A.01	0.62	4.09422654776244
LGG	TCGA.QH.A6XA.01A.12D.A32A.01	0.94	2.02340045435942
LGG	TCGA.QH.A6XC.01A.12D.A32A.01	0.71	2.07550240812716
LGG	TCGA.R8.A6MK.01A.11D.A32A.01	0.6	3.78291037702059
LGG	TCGA.R8.A6ML.01A.11D.A32A.01	0.76	3.80747754996871
LGG	TCGA.R8.A6YH.01A.21D.A32A.01	0.81	1.91393270793663
LGG	TCGA.R8.A73M.01A.11D.A32A.01	0.75	3.87791714354415
LGG	TCGA.S9.A6TU.01A.12D.A32A.01	0.88	1.96181592723585
LGG	TCGA.S9.A6TW.01A.12D.A32A.01	0.57	1.86929530974685
LGG	TCGA.S9.A6TX.01A.21D.A32A.01	0.67	1.87588302160678
LGG	TCGA.S9.A6TY.01A.12D.A32A.01	0.65	4.11653302990876
LGG	TCGA.S9.A6TZ.01A.21D.A32A.01	0.79	1.95974237787355
LGG	TCGA.S9.A6U0.01A.12D.A32A.01	0.48	1.98749984034669
LGG	TCGA.S9.A6U9.01A.11D.A32A.01	0.7	1.95142929968564
LGG	TCGA.TM.A7C3.01A.11D.A32A.01	0.71	4.22504674371119
LGG	TCGA.TM.A7C4.01A.11D.A32A.01	0.66	1.982276539516
LGG	TCGA.TM.A7C5.01A.11D.A32A.01	0.73	1.81045182163033
LGG	TCGA.TM.A7CF.01A.11D.A32A.01	0.55	3.85451668918472
LGG	TCGA.TM.A7CF.02A.11D.A32A.01	0.37	3.78043366835538
LIHC	TCGA.BC.4072.01B.11D.A151.01	0.6	2.16129315290011
LIHC	TCGA.BC.4073.01B.02D.A12Y.01	0.53	1.8932638522149
LIHC	TCGA.BC.A10Q.01A.11D.A12Y.01	0.64	4.2358465262495
LIHC	TCGA.BC.A10R.01A.11D.A12Y.01	0.57	3.26122945817278
LIHC	TCGA.BC.A10S.01A.22D.A12Y.01	0.52	1.93387743179749
LIHC	TCGA.BC.A10T.01A.11D.A12Y.01	0.68	1.99933750819785
LIHC	TCGA.BC.A10U.01A.11D.A12Y.01	0.74	2.32770798383142
LIHC	TCGA.BC.A10W.01A.11D.A12Y.01	0.68	2.2900503504876
LIHC	TCGA.BC.A10X.01A.11D.A12Y.01	0.55	2.00028543234393
LIHC	TCGA.BC.A10Y.01A.11D.A12Y.01	0.84	1.96488793448606
LIHC	TCGA.BC.A10Z.01A.11D.A12Y.01	0.86	2.00038649982757
LIHC	TCGA.BC.A110.01A.11D.A12Y.01	1	2
LIHC	TCGA.BC.A112.01A.11D.A12Y.01	0.59	3.58886191904939
LIHC	TCGA.BC.A216.01A.11D.A151.01	0.72	2.1676304173143
LIHC	TCGA.BC.A217.01A.11D.A151.01	0.69	3.64509875459316
LIHC	TCGA.BC.A3KF.01A.11D.A20V.01	0.75	1.9421338677693
LIHC	TCGA.BC.A3KG.01A.11D.A20V.01	0.74	4.05931439595241
LIHC	TCGA.BC.A5W4.01A.11D.A28W.01	0.75	3.64489384304664
LIHC	TCGA.BC.A69H.01A.11D.A30U.01	0.61	4.00227179711869
LIHC	TCGA.BC.A69I.01A.11D.A30U.01	0.74	2.00758839101121
LIHC	TCGA.BD.A2L6.01A.11D.A20V.01	0.78	2.02407849500521
LIHC	TCGA.BD.A3EP.01A.11D.A22E.01	0.5	1.80807229323786
LIHC	TCGA.BD.A3ER.01A.11D.A20V.01	0.54	2.05761846136418
LIHC	TCGA.BW.A5NO.01A.11D.A27H.01	0.7	3.27921225115603
LIHC	TCGA.BW.A5NP.01A.11D.A27H.01	0.75	3.49153171103363
LIHC	TCGA.BW.A5NQ.01A.11D.A27H.01	0.65	1.6353973867947
LIHC	TCGA.CC.5258.01A.01D.A12Y.01	0.5	3.74515112087726
LIHC	TCGA.CC.5259.01A.31D.A20V.01	0.6	2.12908538925142
LIHC	TCGA.CC.5260.01A.01D.A12Y.01	0.57	1.8389267521742
LIHC	TCGA.CC.5261.01A.01D.A12Y.01	0.42	3.34733950955615
LIHC	TCGA.CC.5262.01A.01D.A12Y.01	0.25	3.80617644494571
LIHC	TCGA.CC.5263.01A.01D.A12Y.01	0.74	1.9360953632793
LIHC	TCGA.CC.5264.01A.01D.A12Y.01	0.72	3.41959942846893
LIHC	TCGA.CC.A123.01A.11D.A12Y.01	0.74	2.08198294402916
LIHC	TCGA.CC.A1HT.01A.11D.A12Y.01	0.22	3.6318544717086
LIHC	TCGA.CC.A3M9.01A.11D.A20V.01	0.2	5.15404794708062
LIHC	TCGA.CC.A3MA.01A.11D.A20V.01	0.77	1.87136608252993
LIHC	TCGA.CC.A3MB.01A.11D.A20V.01	0.68	3.03662974371618
LIHC	TCGA.CC.A3MC.01A.11D.A22E.01	0.59	2.12965236672836
LIHC	TCGA.CC.A5UC.01A.11D.A28W.01	0.27	3.25488886186352
LIHC	TCGA.CC.A5UD.01A.11D.A28W.01	0.68	2.71631634566634
LIHC	TCGA.CC.A5UE.01A.11D.A28W.01	0.67	3.71920509868796
LIHC	TCGA.DD.A113.01A.11D.A12Y.01	0.62	4.03996219409732
LIHC	TCGA.DD.A114.01A.11D.A12Y.01	0.34	1.86673030586241
LIHC	TCGA.DD.A115.01A.11D.A12Y.01	0.61	3.56152483067031
LIHC	TCGA.DD.A116.01A.11D.A12Y.01	0.56	3.71429444067755
LIHC	TCGA.DD.A118.01A.11D.A12Y.01	0.55	3.17822862020117
LIHC	TCGA.DD.A119.01A.11D.A12Y.01	0.43	5.47472396637674
LIHC	TCGA.DD.A11A.01A.11D.A12Y.01	0.79	3.59872710502189
LIHC	TCGA.DD.A11B.01A.11D.A12Y.01	0.79	1.83165433587835
LIHC	TCGA.DD.A11C.01A.11D.A12Y.01	0.67	3.91800095181136
LIHC	TCGA.DD.A11D.01A.11D.A12Y.01	0.72	2.15541124747817
LIHC	TCGA.DD.A1E9.01A.21D.A151.01	0.51	2.62492024276187
LIHC	TCGA.DD.A1EA.01A.11D.A12Y.01	0.73	2.14788171994645
LIHC	TCGA.DD.A1EB.01A.11D.A12Y.01	0.79	2.03782922593969
LIHC	TCGA.DD.A1EC.01A.21D.A12Y.01	0.43	2.22733242372598
LIHC	TCGA.DD.A1ED.01A.11D.A151.01	0.21	1.954654018793
LIHC	TCGA.DD.A1EE.01A.11D.A12Y.01	0.8	2.13542043240224
LIHC	TCGA.DD.A1EF.01A.11D.A12Y.01	0.57	2.50410350643083
LIHC	TCGA.DD.A1EG.01A.11D.A20V.01	0.4	4.20241928900691
LIHC	TCGA.DD.A1EH.01A.11D.A12Y.01	0.8	1.96667993871534
LIHC	TCGA.DD.A1EI.01A.11D.A12Y.01	0.5	1.89643637163291
LIHC	TCGA.DD.A1EJ.01A.11D.A151.01	0.48	4.23474977745717
LIHC	TCGA.DD.A1EK.01A.11D.A20V.01	0.75	1.92520339831084
LIHC	TCGA.DD.A1EL.01A.11D.A151.01	0.65	3.81572176899194
LIHC	TCGA.DD.A39V.01A.11D.A20V.01	0.68	2.30433362931668
LIHC	TCGA.DD.A39W.01A.11D.A20V.01	0.8	2.07368985721164
LIHC	TCGA.DD.A39X.01A.11D.A20V.01	0.4	3.4331741242808
LIHC	TCGA.DD.A39Y.01A.11D.A20V.01	0.72	2.65892278721907
LIHC	TCGA.DD.A39Z.01A.11D.A20V.01	0.73	2.04672538576403
LIHC	TCGA.DD.A3A0.01A.11D.A20V.01	0.68	1.91173143593016
LIHC	TCGA.DD.A3A1.01A.11D.A20V.01	0.71	2.05696540993138
LIHC	TCGA.DD.A3A2.01A.11D.A20V.01	0.75	2.04962413447084
LIHC	TCGA.DD.A3A3.01A.11D.A22E.01	0.71	2.33941126524828
LIHC	TCGA.DD.A3A4.01A.11D.A22E.01	0.71	1.92053874521942
LIHC	TCGA.DD.A3A5.01A.11D.A22E.01	0.81	2.03680411289127
LIHC	TCGA.DD.A3A6.01A.11D.A22E.01	1	2.0000238785813
LIHC	TCGA.DD.A3A7.01A.11D.A22E.01	0.74	2.5144179429213
LIHC	TCGA.DD.A3A8.01A.11D.A22E.01	0.7	1.98429289134634
LIHC	TCGA.DD.A3A9.01A.11D.A25U.01	0.47	4.07682183857302
LIHC	TCGA.DD.A4NA.01A.11D.A25U.01	0.55	3.66787558925953
LIHC	TCGA.DD.A4NB.01A.12D.A25U.01	0.29	3.63680178056472
LIHC	TCGA.DD.A4ND.01A.11D.A25U.01	0.26	4.33062783454031
LIHC	TCGA.DD.A4NE.01A.11D.A27H.01	0.64	1.97205706203489
LIHC	TCGA.DD.A4NF.01A.11D.A27H.01	0.7	2.15334547253769
LIHC	TCGA.DD.A4NG.01A.11D.A27H.01	0.48	2.09327251514207
LIHC	TCGA.DD.A4NH.01A.11D.A27H.01	0.22	3.76065942645869
LIHC	TCGA.DD.A4NI.01A.11D.A27H.01	0.71	2.06411898863657
LIHC	TCGA.DD.A4NJ.01A.11D.A27H.01	0.47	3.71531844309429
LIHC	TCGA.DD.A4NK.01A.11D.A28W.01	0.7	2.40460978788601
LIHC	TCGA.DD.A4NL.01A.11D.A28W.01	0.26	1.95346730883391
LIHC	TCGA.DD.A4NN.01A.11D.A28W.01	0.63	4.02229815240865
LIHC	TCGA.DD.A4NO.01A.11D.A28W.01	0.5	3.16596780167672
LIHC	TCGA.DD.A4NP.01A.11D.A28W.01	1	1.9792850530632
LIHC	TCGA.DD.A4NQ.01A.21D.A28W.01	0.39	1.96730466904008
LIHC	TCGA.DD.A4NR.01A.11D.A30U.01	0.23	4.41363977882881
LIHC	TCGA.DD.A4NS.01A.11D.A30U.01	1	2.00006219537455
LIHC	TCGA.DD.A4NV.01A.11D.A30U.01	0.45	2.88827711593384
LIHC	TCGA.DD.A73A.01A.12D.A32F.01	0.66	1.9984828771136
LIHC	TCGA.DD.A73B.01A.12D.A32F.01	0.75	3.57792386286586
LIHC	TCGA.DD.A73D.01A.12D.A32F.01	0.86	2.39375336313158
LIHC	TCGA.DD.A73E.01A.12D.A32F.01	0.8	2.02358093200879
LIHC	TCGA.DD.A73F.01A.11D.A32F.01	0.64	1.92272391306641
LIHC	TCGA.DD.A73G.01A.22D.A32F.01	0.59	3.53740746355601
LIHC	TCGA.ED.A459.01A.11D.A25U.01	0.68	1.65237672404745
LIHC	TCGA.ED.A4XI.01A.11D.A25U.01	0.31	1.95269375386291
LIHC	TCGA.ED.A5KG.01A.11D.A27H.01	0.48	1.99816245987149
LIHC	TCGA.ED.A627.01A.12D.A30U.01	0.42	1.95385602992486
LIHC	TCGA.ED.A66X.01A.11D.A30U.01	0.46	1.92450370034713
LIHC	TCGA.ED.A66Y.01A.11D.A30U.01	0.82	3.86542198173344
LIHC	TCGA.EP.A12J.01A.11D.A12Y.01	0.8	2.02287790215002
LIHC	TCGA.EP.A26S.01A.11D.A16U.01	0.84	2.00455636650179
LIHC	TCGA.EP.A2KA.01A.11D.A182.01	0.6	2.33932963381918
LIHC	TCGA.EP.A2KB.01A.11D.A182.01	0.78	1.83928048836697
LIHC	TCGA.EP.A2KC.01A.11D.A20V.01	0.89	2.30201129845617
LIHC	TCGA.EP.A3JL.01A.11D.A20V.01	0.34	5.17881669968019
LIHC	TCGA.EP.A3RK.01A.11D.A22E.01	0.45	1.91782713795212
LIHC	TCGA.ES.A2HS.01A.11D.A182.01	0.56	4.6617049195986
LIHC	TCGA.ES.A2HT.01A.12D.A182.01	0.54	2.24591218124176
LIHC	TCGA.FV.A23B.01A.11D.A16U.01	0.72	1.98121477562186
LIHC	TCGA.FV.A2QQ.01A.11D.A22E.01	0.58	1.8428917073019
LIHC	TCGA.FV.A2QR.01A.11D.A20V.01	0.76	2.03026360287809
LIHC	TCGA.FV.A3I0.01A.11D.A22E.01	0.61	4.74384224143245
LIHC	TCGA.FV.A3I1.01A.11D.A22E.01	0.5	3.90435295430806
LIHC	TCGA.FV.A3R2.01A.11D.A22E.01	0.75	2.04315970272832
LIHC	TCGA.FV.A3R3.01A.11D.A22E.01	0.34	4.01596699646875
LIHC	TCGA.FV.A495.01A.11D.A25U.01	0.49	2.09176705388841
LIHC	TCGA.FV.A496.01A.11D.A25U.01	0.75	3.53580815392467
LIHC	TCGA.FV.A4ZP.01A.12D.A25U.01	0.58	4.15186722176038
LIHC	TCGA.FV.A4ZQ.01A.11D.A25U.01	0.58	2.35602631530722
LIHC	TCGA.G3.A25S.01A.11D.A16U.01	0.67	3.56140488244797
LIHC	TCGA.G3.A25T.01A.11D.A16U.01	0.43	4.30110835489347
LIHC	TCGA.G3.A25U.01A.11D.A16U.01	0.83	1.94227602862542
LIHC	TCGA.G3.A25V.01A.11D.A16U.01	1	1.95473731616963
LIHC	TCGA.G3.A25W.01A.11D.A16U.01	0.29	4.51412251489218
LIHC	TCGA.G3.A25X.01A.11D.A16U.01	0.51	2.48119728317276
LIHC	TCGA.G3.A25Y.01A.11D.A16U.01	0.66	1.90835511559732
LIHC	TCGA.G3.A25Z.01A.11D.A16U.01	0.52	4.08559582891163
LIHC	TCGA.G3.A3CG.01A.11D.A20V.01	0.45	4.69329461671267
LIHC	TCGA.G3.A3CH.01A.11D.A22E.01	0.62	1.85566730361394
LIHC	TCGA.G3.A3CI.01A.11D.A20V.01	0.46	1.93722209912721
LIHC	TCGA.G3.A3CJ.01A.11D.A20V.01	0.76	2.12859837725604
LIHC	TCGA.G3.A3CK.01A.11D.A20V.01	0.58	2.02461937263748
LIHC	TCGA.G3.A5SI.01A.31D.A27H.01	0.75	4.01296329306738
LIHC	TCGA.G3.A5SJ.01A.11D.A27H.01	0.57	3.9210018786335
LIHC	TCGA.G3.A5SK.01A.11D.A27H.01	0.48	2.05257175097194
LIHC	TCGA.G3.A5SL.01A.11D.A27H.01	0.75	2.24914634071848
LIHC	TCGA.G3.A5SM.01A.12D.A28W.01	0.39	3.30621226281766
LIHC	TCGA.GJ.A6C0.01A.12D.A30U.01	0.73	1.97518182429029
LIHC	TCGA.HP.A5MZ.01A.21D.A27H.01	1	2.0260865170979
LIHC	TCGA.HP.A5N0.01A.11D.A28W.01	0.59	2.02140187263609
LIHC	TCGA.K7.A5RF.01A.11D.A28W.01	0.41	1.95378106228589
LIHC	TCGA.K7.A5RG.01A.11D.A28W.01	0.44	1.77536807722444
LIHC	TCGA.K7.A6G5.01A.11D.A30U.01	0.62	2.12404811922853
LIHC	TCGA.LG.A6GG.01A.11D.A30U.01	0.79	2.42957900950534
LIHC	TCGA.MI.A75C.01A.11D.A32F.01	0.72	2.15587160431303
LIHC	TCGA.MI.A75E.01A.11D.A32F.01	0.22	4.0030531265115
LIHC	TCGA.MI.A75G.01A.11D.A32F.01	0.63	2.43524933959063
LIHC	TCGA.MI.A75H.01A.11D.A32F.01	0.67	2.05168824346379
LIHC	TCGA.MI.A75I.01A.11D.A32F.01	0.64	1.96036988477751
LIHC	TCGA.MR.A520.01A.11D.A25U.01	0.26	1.95372386475394
LIHC	TCGA.NI.A4U2.01A.11D.A28W.01	0.62	1.98386807472552
LIHC	TCGA.O8.A75V.01A.11D.A32F.01	0.52	2.35929990220888
LIHC	TCGA.PD.A5DF.01A.11D.A27H.01	0.67	1.97417947919148
LIHC	TCGA.QA.A7B7.01A.11D.A32F.01	0.79	1.81250982214899
LIHC	TCGA.RC.A6M3.01A.11D.A32F.01	0.4	4.32971656123995
LIHC	TCGA.RC.A6M4.01A.11D.A32F.01	0.77	3.79393228589659
LIHC	TCGA.RC.A6M5.01A.11D.A32F.01	0.4	2.01636793450827
LIHC	TCGA.RC.A6M6.01A.11D.A32F.01	0.72	1.99220336554721
LIHC	TCGA.T1.A6J8.01A.11D.A32F.01	0.59	3.51724838777928
LUAD	TCGA.05.4244.01A.01D.1877.01	0.45	4.27919670231239
LUAD	TCGA.05.4249.01A.01D.1877.01	0.45	4.0444530333295
LUAD	TCGA.05.4250.01A.01D.1877.01	0.44	3.12964014977979
LUAD	TCGA.05.4382.01A.01D.1204.01	1	2.45691498725273
LUAD	TCGA.05.4384.01A.01D.1752.01	0.47	1.99973622497399
LUAD	TCGA.05.4389.01A.01D.1204.01	0.42	3.59962838263705
LUAD	TCGA.05.4390.01A.02D.1752.01	0.54	4.090802470267
LUAD	TCGA.05.4395.01A.01D.1204.01	0.6	3.14123681055455
LUAD	TCGA.05.4396.01A.21D.1854.01	0.67	1.82011487263554
LUAD	TCGA.05.4397.01A.01D.1204.01	0.66	3.92891124220267
LUAD	TCGA.05.4398.01A.01D.1204.01	0.31	4.8286056518936
LUAD	TCGA.05.4402.01A.01D.1204.01	0.4	3.04296034434025
LUAD	TCGA.05.4403.01A.01D.1204.01	0.46	2.01089807344274
LUAD	TCGA.05.4405.01A.21D.1854.01	0.29	3.91648493955664
LUAD	TCGA.05.4410.01A.21D.1854.01	0.21	4.73875110577267
LUAD	TCGA.05.4415.01A.22D.1854.01	0.59	3.62195096894285
LUAD	TCGA.05.4417.01A.22D.1854.01	0.36	3.11911746984774
LUAD	TCGA.05.4418.01A.01D.1204.01	0.47	2.063247698077
LUAD	TCGA.05.4420.01A.01D.1204.01	0.54	3.5012508489391
LUAD	TCGA.05.4422.01A.01D.1204.01	0.61	2.06870367624642
LUAD	TCGA.05.4424.01A.22D.1854.01	1	2.99307965394938
LUAD	TCGA.05.4425.01A.01D.1752.01	0.61	1.92014613691756
LUAD	TCGA.05.4426.01A.01D.1204.01	0.65	1.97829714617634
LUAD	TCGA.05.4427.01A.21D.1854.01	0.42	4.45975265121667
LUAD	TCGA.05.4430.01A.02D.1204.01	0.29	2.21779876131248
LUAD	TCGA.05.4432.01A.01D.1204.01	0.43	3.1999148145495
LUAD	TCGA.05.4433.01A.22D.1854.01	0.53	1.88338089613539
LUAD	TCGA.05.4434.01A.01D.1204.01	0.29	4.05138448569701
LUAD	TCGA.05.5420.01A.01D.1624.01	0.27	1.85057616795416
LUAD	TCGA.05.5423.01A.01D.1624.01	0.58	2.3513338964236
LUAD	TCGA.05.5425.01A.02D.1624.01	0.55	2.34736949661174
LUAD	TCGA.05.5428.01A.01D.1624.01	0.55	3.64925362773959
LUAD	TCGA.05.5429.01A.01D.1624.01	0.59	1.95429250817842
LUAD	TCGA.05.5715.01A.01D.1624.01	0.72	1.84752193081098
LUAD	TCGA.35.3615.01A.01D.0944.01	0.6	2.02530963023184
LUAD	TCGA.35.4122.01A.01D.1877.01	0.22	3.17344957204584
LUAD	TCGA.35.4123.01A.01D.1877.01	0.39	2.13329301740304
LUAD	TCGA.35.5375.01A.01D.1624.01	0.41	4.21129045961827
LUAD	TCGA.38.4625.01A.01D.1204.01	0.41	2.81010697049107
LUAD	TCGA.38.4625.01A.01D.1549.01	1	2.83950483596803
LUAD	TCGA.38.4626.01A.01D.1204.01	1	2.03926915992374
LUAD	TCGA.38.4626.01A.01D.1549.01	1	1.9793716823349
LUAD	TCGA.38.4627.01A.01D.1204.01	1	2.09666216305517
LUAD	TCGA.38.4627.01A.01D.1549.01	1	2.1496720582282
LUAD	TCGA.38.4628.01A.01D.1204.01	0.47	5.33848277715675
LUAD	TCGA.38.4629.01A.02D.1204.01	0.48	1.5550892753517
