Cancer_Type_Code	Sample	Aberrant_Cell_Fraction(Purity)	Ploidy
BRCA	TCGA.A2.A0CK.01A.11D.A227.01	0.5	3.98183672936738
BRCA	TCGA.A2.A0CL.01A.11D.A111.01	0.31	1.79276556730789
BRCA	TCGA.A2.A0CM.01A.31D.A036.01	0.35	5.03746493874588
BRCA	TCGA.A2.A0CO.01A.13D.A227.01	0.53	1.90582009876848
BRCA	TCGA.A2.A0CP.01A.11D.A036.01	0.46	2.04826194470498
BRCA	TCGA.A2.A0CQ.01A.21D.A036.01	0.7	2.0092748852301
BRCA	TCGA.A2.A0CR.01A.11D.A227.01	0.27	1.90050961335024
BRCA	TCGA.A2.A0CS.01A.11D.A111.01	0.37	3.18554712771209
BRCA	TCGA.A2.A0CT.01A.31D.A059.01	0.7	3.9042479996135
BRCA	TCGA.A2.A0CU.01A.12D.A036.01	0.52	3.01947659260419
BRCA	TCGA.A2.A0CV.01A.31D.A111.01	0.33	4.24778470626846
BRCA	TCGA.A2.A0CW.01A.21D.A111.01	0.51	3.65381443676813
BRCA	TCGA.A2.A0CX.01A.21D.A011.01	0.36	4.99260041637582
BRCA	TCGA.A2.A0CY.01A.12D.A036.01	1	2.01066928331492
BRCA	TCGA.A2.A0CZ.01A.11D.A036.01	0.55	2.08468677687465
BRCA	TCGA.A2.A0D0.01A.11D.A011.01	0.65	2.92394616323953
BRCA	TCGA.A2.A0D1.01A.11D.A036.01	0.66	3.8948776000582
BRCA	TCGA.A2.A0D2.01A.21D.A036.01	0.52	1.60629328339933
BRCA	TCGA.A2.A0D3.01A.11D.A111.01	0.45	4.42663472489931
BRCA	TCGA.A2.A0D4.01A.11D.A011.01	0.65	3.86659480879642
BRCA	TCGA.A2.A0EM.01A.11D.A036.01	0.69	2.07975557217801
BRCA	TCGA.A2.A0EN.01A.13D.A087.01	0.3	2.07108598121811
BRCA	TCGA.A2.A0EO.01A.11D.A036.01	0.46	3.74206356478343
BRCA	TCGA.A2.A0EP.01A.52D.A22W.01	0.43	1.9994385756815
BRCA	TCGA.A2.A0EQ.01A.11D.A036.01	0.25	5.10213924322667
BRCA	TCGA.A2.A0ER.01A.21D.A036.01	0.73	2.02004134881776
BRCA	TCGA.A2.A0ES.01A.11D.A111.01	0.37	2.01843204350122
BRCA	TCGA.A2.A0ET.01A.31D.A036.01	0.75	3.22522166820211
BRCA	TCGA.A2.A0EU.01A.22D.A059.01	0.62	4.33863271243468
BRCA	TCGA.A2.A0EV.01A.11D.A036.01	0.43	3.28820281467389
BRCA	TCGA.A2.A0EW.01A.21D.A111.01	0.28	3.89785464829904
BRCA	TCGA.A2.A0EX.01A.21D.A036.01	0.5	2.09275385014358
BRCA	TCGA.A2.A0EY.01A.11D.A036.01	0.47	3.35124893309943
BRCA	TCGA.A2.A0ST.01A.12D.A087.01	1	2.01009342078447
BRCA	TCGA.A2.A0SU.01A.11D.A087.01	0.55	2.05925941968384
BRCA	TCGA.A2.A0SV.01A.11D.A087.01	0.63	1.8124520693012
BRCA	TCGA.A2.A0SW.01A.11D.A087.01	0.37	4.50283405441096
BRCA	TCGA.A2.A0SX.01A.12D.A087.01	0.57	1.73506047667201
BRCA	TCGA.A2.A0SY.01A.31D.A087.01	0.63	2.03149473810472
BRCA	TCGA.A2.A0T0.01A.22D.A087.01	0.56	2.05773063516471
BRCA	TCGA.A2.A0T1.01A.21D.A087.01	0.22	3.66151500157987
BRCA	TCGA.A2.A0T2.01A.11D.A087.01	0.79	1.52668375928835
BRCA	TCGA.A2.A0T3.01A.21D.A111.01	0.64	2.42428796014165
BRCA	TCGA.A2.A0T4.01A.31D.A087.01	0.49	1.86778818254565
BRCA	TCGA.A2.A0T5.01A.21D.A087.01	0.63	2.20920247204401
BRCA	TCGA.A2.A0T6.01A.11D.A087.01	0.55	1.99292749740806
BRCA	TCGA.A2.A0T7.01A.21D.A087.01	0.49	1.85418294436235
BRCA	TCGA.A2.A0YC.01A.11D.A107.01	0.6	2.0356540537779
BRCA	TCGA.A2.A0YD.01A.11D.A107.01	0.51	2.14112074954311
BRCA	TCGA.A2.A0YE.01A.11D.A107.01	0.61	3.15452218681158
BRCA	TCGA.A2.A0YF.01A.21D.A107.01	0.71	1.94364654812895
BRCA	TCGA.A2.A0YG.01A.21D.A107.01	0.49	3.72910138234773
BRCA	TCGA.A2.A0YH.01A.11D.A107.01	0.39	3.45130241001523
BRCA	TCGA.A2.A0YI.01A.31D.A10L.01	0.46	2.01061208578297
BRCA	TCGA.A2.A0YJ.01A.11D.A107.01	0.49	4.82986566354413
BRCA	TCGA.A2.A0YK.01A.22D.A107.01	0.23	3.87406047500607
BRCA	TCGA.A2.A0YL.01A.21D.A107.01	0.22	3.91706857650891
BRCA	TCGA.A2.A0YM.01A.11D.A107.01	0.55	3.60414087918715
BRCA	TCGA.A2.A0YT.01A.11D.A107.01	0.52	4.35285879373182
BRCA	TCGA.A2.A1FV.01A.11D.A13J.01	0.75	2.17964467560392
BRCA	TCGA.A2.A1FW.01A.11D.A13J.01	0.76	3.94050679234575
BRCA	TCGA.A2.A1FX.01A.11D.A13J.01	0.69	2.15325884326599
BRCA	TCGA.A2.A1FZ.01A.51D.A14F.01	0.49	2.16927193094981
BRCA	TCGA.A2.A1G0.01A.11D.A13J.01	0.34	4.87428982044973
BRCA	TCGA.A2.A1G1.01A.21D.A13J.01	0.27	5.42624878038758
BRCA	TCGA.A2.A1G4.01A.11D.A13J.01	0.72	2.09861631951097
BRCA	TCGA.A2.A1G6.01A.11D.A13J.01	0.35	2.0008690692962
BRCA	TCGA.A2.A259.01A.11D.A16C.01	0.45	2.17282150982604
BRCA	TCGA.A2.A25A.01A.12D.A16C.01	0.23	3.91725405200089
BRCA	TCGA.A2.A25B.01A.11D.A166.01	0.49	3.10081592556991
BRCA	TCGA.A2.A25C.01A.11D.A166.01	0.64	1.92588477085169
BRCA	TCGA.A2.A25D.01A.12D.A16C.01	0.53	2.08224727437101
BRCA	TCGA.A2.A25E.01A.11D.A166.01	0.67	2.10814331813434
BRCA	TCGA.A2.A25F.01A.11D.A166.01	1	2.0044786222836
BRCA	TCGA.A2.A3KC.01A.11D.A20R.01	0.49	2.0674047924868
BRCA	TCGA.A2.A3KD.01A.12D.A20R.01	0.49	2.10309993963717
BRCA	TCGA.A2.A3XS.01A.11D.A22W.01	0.51	3.04478233562512
BRCA	TCGA.A2.A3XT.01A.11D.A22W.01	0.35	3.91737400022323
BRCA	TCGA.A2.A3XU.01A.12D.A22W.01	0.77	2.23781567623309
BRCA	TCGA.A2.A3XV.01A.21D.A238.01	0.63	2.00886950466382
BRCA	TCGA.A2.A3XW.01A.11D.A238.01	1	2.00167594321784
BRCA	TCGA.A2.A3XX.01A.21D.A238.01	0.43	4.33620209498455
BRCA	TCGA.A2.A3XY.01A.11D.A238.01	0.58	1.9930107947847
BRCA	TCGA.A2.A3XZ.01A.42D.A238.01	0.28	2.28712050409351
BRCA	TCGA.A2.A3Y0.01A.11D.A238.01	0.46	2.87585470049873
BRCA	TCGA.A2.A4RW.01A.21D.A25N.01	0.49	1.9360426082741
BRCA	TCGA.A2.A4RX.01A.11D.A25N.01	0.34	3.54833496873849
BRCA	TCGA.A2.A4RY.01A.31D.A25N.01	1	2.00226513332856
BRCA	TCGA.A2.A4S0.01A.21D.A25N.01	0.3	2.00006552726962
BRCA	TCGA.A2.A4S1.01A.21D.A25N.01	0.53	1.79008838962292
BRCA	TCGA.A2.A4S2.01A.12D.A25N.01	0.58	2.31077085058283
BRCA	TCGA.A2.A4S3.01A.21D.A25N.01	0.55	1.73572407910585
BRCA	TCGA.A7.A0CD.01A.11D.A011.01	0.78	3.45558833770089
BRCA	TCGA.A7.A0CE.01A.11D.A011.01	0.67	2.85368704731346
BRCA	TCGA.A7.A0CG.01A.11D.A011.01	0.38	2.04844353298604
BRCA	TCGA.A7.A0CH.01A.21D.A011.01	0.76	2.12036526454969
BRCA	TCGA.A7.A0CJ.01A.21D.A011.01	0.74	3.47266818712145
BRCA	TCGA.A7.A0D9.01A.31D.A059.01	0.74	2.28795458849152
BRCA	TCGA.A7.A0DA.01A.31D.A111.01	0.5	2.86241272517363
BRCA	TCGA.A7.A0DB.01A.11D.A011.01	0.44	4.70885512198346
BRCA	TCGA.A7.A0DC.01A.11D.A011.01	0.79	3.80507636425832
BRCA	TCGA.A7.A0DC.01B.04D.A22Q.01	0.6	2.02086654816227
BRCA	TCGA.A7.A13D.01A.13D.A12N.01	0.52	3.18620073446074
BRCA	TCGA.A7.A13E.01A.11D.A12N.01	0.68	3.23684942666416
BRCA	TCGA.A7.A13F.01A.11D.A12N.01	0.66	3.95746114038551
BRCA	TCGA.A7.A13G.01A.11D.A13J.01	0.81	2.13167593766469
BRCA	TCGA.A7.A13G.01B.04D.A22Q.01	0.56	2.05990525201066
BRCA	TCGA.A7.A13H.01A.11D.A227.01	0.45	2.00672598550514
BRCA	TCGA.A7.A26E.01A.11D.A166.01	0.53	3.73685970000728
BRCA	TCGA.A7.A26E.01A.11D.A275.01	0.64	1.95881277915033
BRCA	TCGA.A7.A26E.01B.06D.A275.01	1	2.00004109337247
BRCA	TCGA.A7.A26F.01A.21D.A166.01	0.51	1.68446509478964
BRCA	TCGA.A7.A26F.01B.04D.A22Q.01	0.38	1.70709032823054
BRCA	TCGA.A7.A26G.01A.21D.A166.01	0.37	2.33433956564305
BRCA	TCGA.A7.A26H.01A.11D.A166.01	0.4	4.55889374420042
BRCA	TCGA.A7.A26I.01A.11D.A166.01	0.52	3.18765621728843
BRCA	TCGA.A7.A26J.01A.11D.A166.01	0.62	2.27910118798719
BRCA	TCGA.A7.A26J.01A.11D.A275.01	0.57	2.48899003041465
BRCA	TCGA.A7.A26J.01B.02D.A275.01	1	2.00571142345776
BRCA	TCGA.A7.A2KD.01A.31D.A21P.01	0.58	4.00402104202797
BRCA	TCGA.A7.A3IY.01A.21D.A21P.01	0.46	1.98721218673939
BRCA	TCGA.A7.A3IZ.01A.11D.A20R.01	0.83	1.95152314806331
BRCA	TCGA.A7.A3J0.01A.11D.A20R.01	1	2.22142552909105
BRCA	TCGA.A7.A3J1.01A.11D.A20R.01	0.54	1.84841321274095
BRCA	TCGA.A7.A3RF.01A.11D.A227.01	0.74	1.99799142259147
BRCA	TCGA.A7.A425.01A.11D.A242.01	0.47	2.66626739457468
BRCA	TCGA.A7.A426.01A.22D.A242.01	0.29	3.99518041378805
BRCA	TCGA.A7.A4SA.01A.11D.A25N.01	0.27	3.89430451410697
BRCA	TCGA.A7.A4SB.01A.21D.A25N.01	0.59	3.29603721060409
BRCA	TCGA.A7.A4SC.01A.12D.A25N.01	0.41	1.97248465523493
BRCA	TCGA.A7.A4SD.01A.11D.A25N.01	0.48	2.60921368942406
BRCA	TCGA.A7.A4SE.01A.11D.A25N.01	0.45	3.24837722827424
BRCA	TCGA.A7.A4SF.01A.11D.A25N.01	0.7	2.90427076756311
BRCA	TCGA.A7.A56D.01A.11D.A27O.01	0.43	3.91412151532366
BRCA	TCGA.A7.A5ZV.01A.11D.A28A.01	0.7	2.54771023841375
BRCA	TCGA.A7.A5ZW.01A.12D.A29M.01	0.31	2.06246137084159
BRCA	TCGA.A7.A5ZX.01A.12D.A29M.01	0.36	2.04173587290375
BRCA	TCGA.A8.A06N.01A.11D.A011.01	0.77	3.30024372812403
BRCA	TCGA.A8.A06O.01A.11D.A011.01	0.56	3.91898774806653
BRCA	TCGA.A8.A06P.01A.11D.A011.01	0.46	4.04948475019394
BRCA	TCGA.A8.A06Q.01A.11D.A036.01	0.71	3.37583387615457
BRCA	TCGA.A8.A06R.01A.11D.A011.01	0.51	5.06619253799888
BRCA	TCGA.A8.A06T.01A.11D.A011.01	0.62	3.41573387487734
BRCA	TCGA.A8.A06U.01A.11D.A011.01	0.62	4.07791192357521
BRCA	TCGA.A8.A06X.01A.21D.A011.01	0.55	3.12349946717445
BRCA	TCGA.A8.A06Y.01A.21D.A011.01	0.68	3.68510981648477
BRCA	TCGA.A8.A06Z.01A.11D.A011.01	0.78	2.96546935017495
BRCA	TCGA.A8.A075.01A.11D.A087.01	0.51	3.45762579153332
BRCA	TCGA.A8.A076.01A.21D.A011.01	0.53	4.06957607743768
BRCA	TCGA.A8.A079.01A.21D.A011.01	0.62	3.91348678931372
BRCA	TCGA.A8.A07B.01A.11D.A011.01	0.63	4.27730751781037
BRCA	TCGA.A8.A07C.01A.11D.A036.01	0.45	3.42080002132412
BRCA	TCGA.A8.A07E.01A.11D.A036.01	0.5	1.99800919269849
BRCA	TCGA.A8.A07F.01A.11D.A011.01	0.72	3.07146470662386
BRCA	TCGA.A8.A07G.01A.11D.A036.01	0.48	2.0887866737525
BRCA	TCGA.A8.A07I.01A.11D.A011.01	0.68	2.0309444201031
BRCA	TCGA.A8.A07J.01A.11D.A011.01	0.6	1.99411143078793
BRCA	TCGA.A8.A07L.01A.11D.A011.01	0.76	2.0175174383058
BRCA	TCGA.A8.A07O.01A.11D.A011.01	0.55	2.12322902835832
BRCA	TCGA.A8.A07P.01A.11D.A011.01	0.75	1.9743266378902
BRCA	TCGA.A8.A07R.01A.21D.A036.01	0.69	2.79274835251672
BRCA	TCGA.A8.A07U.01A.11D.A036.01	0.24	2.38637043898273
BRCA	TCGA.A8.A07W.01A.11D.A011.01	0.59	4.22904390715785
BRCA	TCGA.A8.A07Z.01A.11D.A011.01	0.66	3.284313382501
BRCA	TCGA.A8.A081.01A.11D.A011.01	0.65	2.92159662190266
BRCA	TCGA.A8.A082.01A.11D.A011.01	0.76	2.02074548930823
BRCA	TCGA.A8.A083.01A.21D.A011.01	0.73	2.08555695680254
BRCA	TCGA.A8.A084.01A.21D.A011.01	0.73	3.8843493669677
BRCA	TCGA.A8.A085.01A.11D.A011.01	0.81	1.94459114037996
BRCA	TCGA.A8.A086.01A.11D.A011.01	0.71	2.38993667733428
BRCA	TCGA.A8.A08A.01A.11D.A011.01	0.67	2.04814477306185
BRCA	TCGA.A8.A08B.01A.11D.A011.01	0.46	4.75259679571652
BRCA	TCGA.A8.A08C.01A.11D.A011.01	0.85	2.4773772654804
BRCA	TCGA.A8.A08F.01A.11D.A011.01	0.57	3.21933143304252
BRCA	TCGA.A8.A08G.01A.11D.A011.01	0.65	3.65089292011171
BRCA	TCGA.A8.A08H.01A.21D.A011.01	1	2.00027266007951
BRCA	TCGA.A8.A08I.01A.11D.A011.01	0.62	3.04590518426213
BRCA	TCGA.A8.A08J.01A.11D.A011.01	0.53	3.51970677102162
BRCA	TCGA.A8.A08L.01A.11D.A011.01	0.55	3.74196416324731
BRCA	TCGA.A8.A08O.01A.21D.A059.01	0.55	3.40908396764286
BRCA	TCGA.A8.A08R.01A.11D.A036.01	0.51	2.4990140367186
BRCA	TCGA.A8.A08S.01A.11D.A036.01	0.8	2.11447502939009
BRCA	TCGA.A8.A08T.01A.21D.A011.01	0.77	2.27296550322444
BRCA	TCGA.A8.A08X.01A.21D.A011.01	0.39	2.15349207592056
BRCA	TCGA.A8.A08Z.01A.21D.A011.01	0.63	2.03897317657878
BRCA	TCGA.A8.A090.01A.11D.A011.01	0.46	4.77577179184319
BRCA	TCGA.A8.A091.01A.11D.A011.01	0.74	3.47392708814029
BRCA	TCGA.A8.A092.01A.11D.A011.01	0.67	3.49338424468993
BRCA	TCGA.A8.A093.01A.11D.A011.01	0.75	3.56733843224341
BRCA	TCGA.A8.A094.01A.11D.A011.01	0.42	3.34907153967426
BRCA	TCGA.A8.A095.01A.11D.A011.01	0.67	2.23793617977129
BRCA	TCGA.A8.A096.01A.11D.A011.01	0.62	2.00279712590732
BRCA	TCGA.A8.A097.01A.11D.A036.01	0.5	3.72128642247208
BRCA	TCGA.A8.A099.01A.11D.A011.01	0.82	1.89888586982175
BRCA	TCGA.A8.A09A.01A.11D.A011.01	0.38	3.29823459539965
BRCA	TCGA.A8.A09B.01A.11D.A011.01	0.63	3.36532174722356
BRCA	TCGA.A8.A09C.01A.11D.A011.01	0.75	3.12881050790853
BRCA	TCGA.A8.A09D.01A.11D.A011.01	0.56	2.24467105032994
BRCA	TCGA.A8.A09E.01A.11D.A011.01	0.77	3.17241557394391
BRCA	TCGA.A8.A09G.01A.21D.A011.01	0.59	1.88657840476639
BRCA	TCGA.A8.A09I.01A.22D.A036.01	0.56	3.8704475901236
BRCA	TCGA.A8.A09K.01A.11D.A011.01	0.6	3.22349019339985
BRCA	TCGA.A8.A09M.01A.11D.A011.01	0.61	3.61148159933184
BRCA	TCGA.A8.A09N.01A.11D.A011.01	0.66	3.41483815042063
BRCA	TCGA.A8.A09Q.01A.11D.A011.01	0.65	2.42058289282904
BRCA	TCGA.A8.A09R.01A.11D.A011.01	0.51	3.16575067318163
BRCA	TCGA.A8.A09T.01A.11D.A011.01	0.59	3.67033674908109
BRCA	TCGA.A8.A09V.01A.11D.A036.01	0.72	2.07189285513975
BRCA	TCGA.A8.A09W.01A.11D.A011.01	0.71	2.07412966736026
BRCA	TCGA.A8.A09X.01A.11D.A011.01	0.3	3.57894897591428
BRCA	TCGA.A8.A09Z.01A.11D.A011.01	0.81	1.9788780065494
BRCA	TCGA.A8.A0A1.01A.11D.A011.01	0.63	1.98588331592418
BRCA	TCGA.A8.A0A2.01A.11D.A036.01	0.61	3.7401554995427
BRCA	TCGA.A8.A0A4.01A.11D.A011.01	0.64	1.86799476003969
BRCA	TCGA.A8.A0A6.01A.12D.A059.01	0.46	2.08879666943769
BRCA	TCGA.A8.A0A7.01A.11D.A011.01	1	2.05300045480368
BRCA	TCGA.A8.A0A9.01A.11D.A011.01	0.64	4.82207846946069
BRCA	TCGA.A8.A0AB.01A.11D.A036.01	0.73	3.84780014404893
BRCA	TCGA.A8.A0AD.01A.11D.A059.01	0.54	3.7466787947647
BRCA	TCGA.AC.A23C.01A.12D.A166.01	0.48	2.17671149731477
BRCA	TCGA.AC.A23E.01A.11D.A160.01	0.52	3.48665326134219
BRCA	TCGA.AC.A23G.01A.11D.A20R.01	0.4	2.01948492234186
BRCA	TCGA.AC.A23H.01A.11D.A160.01	0.61	4.18053928942895
BRCA	TCGA.AC.A2B8.01A.11D.A17C.01	0.34	4.27124069221231
BRCA	TCGA.AC.A2BK.01A.11D.A21P.01	0.67	3.93506525238827
BRCA	TCGA.AC.A2BM.01A.11D.A21P.01	0.54	3.571050718662
BRCA	TCGA.AC.A2FB.01A.11D.A17C.01	0.53	1.94867993094092
BRCA	TCGA.AC.A2FE.01A.11D.A19X.01	0.24	4.11724050229429
BRCA	TCGA.AC.A2FF.01A.11D.A17C.01	0.44	1.90569570801937
BRCA	TCGA.AC.A2FG.01A.11D.A17C.01	0.54	2.04980016959346
BRCA	TCGA.AC.A2FK.01A.12D.A17U.01	0.51	2.00028321108055
BRCA	TCGA.AC.A2FM.01A.11D.A19X.01	0.65	3.57548602630975
BRCA	TCGA.AC.A2FO.01A.11D.A17U.01	0.4	2.04115390189901
BRCA	TCGA.AC.A2QH.01A.11D.A18N.01	0.83	3.11507199392262
BRCA	TCGA.AC.A2QH.01B.04D.A22Q.01	1	2.00155655031134
BRCA	TCGA.AC.A2QI.01A.12D.A19X.01	0.56	2.03800248448309
BRCA	TCGA.AC.A2QJ.01A.12D.A19X.01	0.26	4.88770625124599
BRCA	TCGA.AC.A3BB.01A.21D.A19X.01	0.28	3.69530430475289
BRCA	TCGA.AC.A3EH.01A.22D.A227.01	0.64	3.96082246719055
BRCA	TCGA.AC.A3HN.01A.11D.A20R.01	0.29	4.08974070637286
BRCA	TCGA.AC.A3OD.01A.11D.A21P.01	0.28	4.03095996894674
BRCA	TCGA.AC.A3OD.01B.06D.A22Q.01	0.38	1.976765585078
BRCA	TCGA.AC.A3QP.01A.11D.A22W.01	0.43	1.98177397867698
BRCA	TCGA.AC.A3QQ.01A.11D.A227.01	0.67	2.10477921475008
BRCA	TCGA.AC.A3TM.01A.11D.A227.01	0.52	2.01618079306877
BRCA	TCGA.AC.A3TN.01A.11D.A227.01	0.74	1.99510100362233
BRCA	TCGA.AC.A3W5.01A.11D.A227.01	0.44	3.31042988665448
BRCA	TCGA.AC.A3W6.01A.12D.A227.01	0.69	1.89184502023293
BRCA	TCGA.AC.A3W7.01A.11D.A227.01	0.58	1.87856353118682
BRCA	TCGA.AC.A3YI.01A.21D.A238.01	1	2.02738317959414
BRCA	TCGA.AC.A3YJ.01A.11D.A22W.01	1	2.11983327197093
BRCA	TCGA.AC.A5EH.01A.11D.A28A.01	0.39	3.43437971497859
BRCA	TCGA.AC.A5EI.01A.11D.A27O.01	0.32	4.80272848886897
BRCA	TCGA.AC.A5XS.01A.11D.A29M.01	0.3	3.99773875388235
BRCA	TCGA.AC.A5XU.01A.11D.A28A.01	0.6	3.37103372599717
BRCA	TCGA.AC.A62V.01A.11D.A31T.01	0.65	3.24524635754455
BRCA	TCGA.AC.A62X.01A.11D.A29M.01	0.65	3.76836609974472
BRCA	TCGA.AC.A62Y.01A.11D.A29M.01	0.45	3.48563425676805
BRCA	TCGA.AC.A6IX.01A.12D.A32H.01	0.47	1.92710202318222
BRCA	TCGA.AC.A6IX.06A.11D.A32H.01	0.31	2.01125014368798
BRCA	TCGA.AN.A03X.01A.21D.A011.01	0.52	2.06582325296247
BRCA	TCGA.AN.A03Y.01A.21D.A011.01	0.64	3.8346980220205
BRCA	TCGA.AN.A041.01A.11D.A036.01	0.58	3.8785607546076
BRCA	TCGA.AN.A046.01A.21D.A036.01	0.55	2.00273104332185
BRCA	TCGA.AN.A049.01A.21D.A011.01	0.66	2.05511620817014
BRCA	TCGA.AN.A04A.01A.21D.A036.01	0.55	3.0829919529181
BRCA	TCGA.AN.A04C.01A.21D.A036.01	0.6	3.8083754956888
BRCA	TCGA.AN.A04D.01A.21D.A036.01	0.81	2.15592824652914
BRCA	TCGA.AN.A0AJ.01A.11D.A011.01	0.63	3.55594557238348
BRCA	TCGA.AN.A0AK.01A.21D.A011.01	0.63	3.68148471465373
BRCA	TCGA.AN.A0AL.01A.11D.A011.01	0.72	1.91716186957075
BRCA	TCGA.AN.A0AR.01A.11D.A011.01	0.84	1.93084096476132
BRCA	TCGA.AN.A0AS.01A.11D.A011.01	0.5	3.5991819086983
BRCA	TCGA.AN.A0AT.01A.11D.A036.01	0.48	3.57376510250853
BRCA	TCGA.AN.A0FD.01A.11D.A036.01	0.73	1.82199739334743
BRCA	TCGA.AN.A0FE.01A.11D.A011.01	0.3	3.56838298134638
BRCA	TCGA.AN.A0FF.01A.11D.A036.01	0.66	2.08456738396814
BRCA	TCGA.AN.A0FG.01A.11D.A011.01	0.46	1.71938835291655
BRCA	TCGA.AN.A0FJ.01A.11D.A011.01	0.65	3.50605044378066
BRCA	TCGA.AN.A0FK.01A.11D.A036.01	0.5	3.28973937361483
BRCA	TCGA.AN.A0FL.01A.11D.A036.01	0.85	2.09154270628734
BRCA	TCGA.AN.A0FN.01A.11D.A036.01	0.2	1.99568352994291
BRCA	TCGA.AN.A0FS.01A.11D.A036.01	0.62	2.04659877375155
BRCA	TCGA.AN.A0FV.01A.11D.A011.01	0.56	2.76244698816122
BRCA	TCGA.AN.A0FW.01A.11D.A036.01	0.61	3.55774146382367
BRCA	TCGA.AN.A0FX.01A.11D.A036.01	0.47	3.45114303436794
BRCA	TCGA.AN.A0FY.01A.11D.A036.01	0.65	3.62004623559719
BRCA	TCGA.AN.A0G0.01A.11D.A036.01	0.55	3.12567908186299
BRCA	TCGA.AN.A0XL.01A.11D.A10L.01	0.5	2.20356379496184
BRCA	TCGA.AN.A0XN.01A.21D.A107.01	0.48	3.32543840797611
BRCA	TCGA.AN.A0XO.01A.11D.A107.01	0.67	2.05489408183245
BRCA	TCGA.AN.A0XP.01A.11D.A107.01	0.68	2.04841299061461
BRCA	TCGA.AN.A0XR.01A.11D.A107.01	0.79	2.0527822156769
BRCA	TCGA.AN.A0XS.01A.22D.A107.01	0.47	3.76316667749533
BRCA	TCGA.AN.A0XT.01A.11D.A107.01	0.61	3.48104790321067
BRCA	TCGA.AN.A0XU.01A.11D.A107.01	0.58	3.6929081168851
BRCA	TCGA.AN.A0XV.01A.11D.A107.01	0.54	2.02015629919751
BRCA	TCGA.AN.A0XW.01A.11D.A107.01	0.55	2.13592354855709
BRCA	TCGA.AO.A03L.01A.41D.A059.01	0.45	3.11440172769866
BRCA	TCGA.AO.A03M.01B.11D.A10L.01	0.49	2.11290348555096
BRCA	TCGA.AO.A03N.01B.11D.A10L.01	0.66	3.26199745998533
BRCA	TCGA.AO.A03O.01A.11D.A011.01	0.65	3.75207091161204
BRCA	TCGA.AO.A03P.01A.11D.A011.01	0.7	4.38082616559407
BRCA	TCGA.AO.A03R.01A.21D.A036.01	0.62	2.04419092425103
BRCA	TCGA.AO.A03T.01A.21D.A036.01	0.55	1.98688510570715
BRCA	TCGA.AO.A03U.01B.21D.A10L.01	0.71	2.03431796385671
BRCA	TCGA.AO.A03V.01A.11D.A111.01	0.51	4.27558437274576
BRCA	TCGA.AO.A0J2.01A.11D.A036.01	0.62	3.50489871871975
BRCA	TCGA.AO.A0J3.01A.11D.A036.01	0.8	2.97339370727192
BRCA	TCGA.AO.A0J4.01A.11D.A036.01	0.4	3.79409777001816
BRCA	TCGA.AO.A0J5.01A.11D.A036.01	0.45	3.93233865159318
BRCA	TCGA.AO.A0J6.01A.11D.A036.01	0.48	3.85434787316808
BRCA	TCGA.AO.A0J7.01A.11D.A036.01	0.68	3.05810214146449
BRCA	TCGA.AO.A0J8.01A.21D.A036.01	0.7	1.99890713841858
BRCA	TCGA.AO.A0J9.01A.11D.A036.01	0.42	2.52165204242391
BRCA	TCGA.AO.A0JA.01A.11D.A059.01	0.63	1.79635290766153
BRCA	TCGA.AO.A0JB.01A.11D.A059.01	0.69	1.98230763720327
BRCA	TCGA.AO.A0JC.01A.11D.A059.01	1	2.04508442744438
BRCA	TCGA.AO.A0JD.01A.11D.A059.01	0.41	3.6302368366544
BRCA	TCGA.AO.A0JE.01A.11D.A059.01	0.47	2.05589531629957
BRCA	TCGA.AO.A0JF.01A.11D.A059.01	0.44	2.01565379833261
BRCA	TCGA.AO.A0JG.01A.31D.A087.01	0.52	1.89377696405496
BRCA	TCGA.AO.A0JI.01A.21D.A059.01	0.76	1.94077445458266
BRCA	TCGA.AO.A0JJ.01A.11D.A059.01	0.5	1.92164215780188
BRCA	TCGA.AO.A0JM.01A.21D.A059.01	0.55	3.4370046929742
BRCA	TCGA.AO.A124.01A.11D.A10L.01	0.74	2.85715332881306
BRCA	TCGA.AO.A125.01A.11D.A10L.01	0.88	2.27415498976275
BRCA	TCGA.AO.A126.01A.11D.A10L.01	0.53	3.84507743046474
BRCA	TCGA.AO.A128.01A.11D.A10L.01	0.26	2.95096616627156
BRCA	TCGA.AO.A129.01A.21D.A10L.01	0.34	4.44328364922475
BRCA	TCGA.AO.A12A.01A.21D.A111.01	1	2.94012417972908
BRCA	TCGA.AO.A12B.01A.11D.A10L.01	0.75	3.63039343572247
BRCA	TCGA.AO.A12C.01A.11D.A10L.01	0.58	1.93858984205152
BRCA	TCGA.AO.A12D.01A.11D.A111.01	0.48	1.97430053804552
BRCA	TCGA.AO.A12E.01A.11D.A10L.01	0.58	4.93541176947507
BRCA	TCGA.AO.A12F.01A.11D.A111.01	0.64	5.14132343982625
BRCA	TCGA.AO.A12G.01A.11D.A10L.01	0.65	2.1026645720153
BRCA	TCGA.AO.A12H.01A.11D.A111.01	0.42	1.99882106446273
BRCA	TCGA.AO.A1KO.01A.31D.A13J.01	0.38	1.98607934241719
BRCA	TCGA.AO.A1KP.01A.11D.A13J.01	0.8	2.09837031459198
BRCA	TCGA.AO.A1KR.01A.12D.A141.01	0.4	3.42742438402978
BRCA	TCGA.AO.A1KS.01A.11D.A13J.01	0.65	3.61091906438166
